City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Calama,CL,-22.4667,-68.9333,56.71,22,71,5.53,broken clouds
462,Ballina,AU,-28.8667,153.5667,72.79,88,74,7.9,light rain
463,Damghan,IR,36.1683,54.348,44.29,38,5,1.03,clear sky
464,Bosaso,SO,11.2842,49.1816,76.42,63,40,2.51,scattered clouds
465,Agropoli,IT,40.3469,14.9966,47.08,85,100,4.56,overcast clouds
466,Berbera,SO,10.4396,45.0143,77.41,62,16,4.52,few clouds
467,Banjar,ID,-8.19,114.9675,82.26,79,100,2.95,light rain
468,Macamic,CA,48.7502,-78.9996,16.03,88,100,9.98,overcast clouds
469,Pemangkat,ID,1.1667,108.9667,84.24,67,82,11.23,broken clouds
470,Fort Nelson,CA,58.8053,-122.7002,-20.07,100,50,1.57,scattered clouds
471,Tibati,CM,6.4667,12.6333,70.27,37,100,2.64,overcast clouds
472,Teahupoo,PF,-17.8333,-149.2667,76.96,75,82,17.69,light rain
473,Tromso,NO,69.6496,18.957,17.62,73,40,18.41,scattered clouds
474,Ulaangom,MN,49.9811,92.0667,13.95,86,100,1.48,overcast clouds
475,Shasta Lake,US,40.6804,-122.3708,51.93,66,69,5.99,broken clouds
476,Shubarshi,KZ,48.5872,57.1869,31.69,69,100,7.25,overcast clouds
477,Te Anau,NZ,-45.4167,167.7167,53.74,61,97,5.03,overcast clouds
478,Zyryanka,RU,65.75,150.85,-41.24,95,55,6.17,broken clouds
479,Beloha,MG,-25.1667,45.05,88.86,37,6,6.49,clear sky
480,Buala,SB,-8.145,159.5921,79.21,86,100,18.86,overcast clouds
481,Chulman,RU,56.8479,124.9104,-0.45,93,66,3.04,broken clouds
482,Bratsk,RU,56.1325,101.6142,25.29,86,100,12.17,overcast clouds
483,Bathsheba,BB,13.2167,-59.5167,81.21,74,40,21.85,scattered clouds
484,Nuevo Progreso,MX,23.1667,-97.95,75.6,80,98,3.0,overcast clouds
485,Puerto Ayacucho,VE,5.6639,-67.6236,76.05,82,100,2.77,overcast clouds
486,Inirida,CO,3.8653,-67.9239,73.18,97,98,1.99,overcast clouds
487,Manavalakurichi,IN,8.1333,77.3,86.09,69,95,2.04,overcast clouds
488,Casablanca,MA,33.5928,-7.6192,46.62,77,12,8.34,few clouds
489,Mandalgovi,MN,45.7625,106.2708,26.96,30,0,17.13,clear sky
490,Tongzi,CN,28.7829,105.0877,57.09,70,100,2.19,overcast clouds
491,Kargasok,RU,59.0556,80.8572,18.91,96,100,8.37,light snow
492,Bubaque,GW,11.2833,-15.8333,80.64,64,65,8.16,broken clouds
493,Meulaboh,ID,4.1363,96.1285,84.65,67,52,3.67,broken clouds
494,Fare,PF,-16.7,-151.0167,79.9,76,28,13.71,light rain
495,Sobolevo,RU,54.4299,31.8996,27.01,96,100,6.33,overcast clouds
496,Deputatskiy,RU,69.3,139.9,-20.51,99,100,0.45,overcast clouds
497,Atikokan,CA,48.7555,-91.6216,22.24,94,100,12.03,light snow
498,Nortelandia,BR,-14.4547,-56.8028,72.7,97,100,1.57,overcast clouds
499,Jati,PK,24.3539,68.2671,77.16,17,2,8.9,clear sky
500,Prince Rupert,CA,54.3161,-130.3201,30.45,78,100,4.94,overcast clouds
501,Steinbach,DE,50.1667,8.5667,36.86,100,20,0.0,few clouds
502,Alberton,CA,46.8168,-64.0654,24.71,59,85,7.54,overcast clouds
503,Constantine,DZ,36.365,6.6147,38.61,81,75,10.36,broken clouds
504,Slantsy,RU,59.1182,28.0914,-4.65,97,14,4.43,few clouds
505,Kondagaon,IN,19.6,81.6667,75.97,68,41,6.13,scattered clouds
506,Eloy,US,32.7559,-111.5548,61.48,33,0,1.1,clear sky
507,La Trinitaria,MX,16.1167,-92.05,55.99,87,0,5.3,clear sky
508,North Bend,US,43.4065,-124.2243,47.95,99,96,5.5,overcast clouds
509,Veinticinco De Mayo,AR,-35.4323,-60.1727,62.06,93,19,3.51,few clouds
510,Ravar,IR,31.2656,56.8055,56.35,29,100,2.19,overcast clouds
511,Morro Bay,US,35.3658,-120.8499,59.5,73,10,7.25,clear sky
512,New Castle,US,41.0037,-80.347,53.11,78,90,8.05,light rain
513,Araguacu,BR,-12.9306,-49.8264,71.33,95,8,2.24,clear sky
514,Soubre,CI,5.7856,-6.6083,72.77,99,33,2.53,scattered clouds
515,Hervey Bay,AU,-25.2986,152.8535,84.04,72,36,5.01,scattered clouds
516,Nanortalik,GL,60.1432,-45.2371,26.08,61,100,37.11,light snow
517,Enumclaw,US,47.2043,-121.9915,36.81,95,100,1.48,overcast clouds
518,Oranjemund,NA,-28.55,16.4333,61.97,84,3,6.06,clear sky
519,Derzhavinsk,KZ,51.1,66.3167,18.01,86,100,8.21,overcast clouds
520,Aberdeen,GB,57.1437,-2.0981,39.2,88,40,19.57,scattered clouds
521,Tucurui,BR,-3.7661,-49.6725,74.93,94,99,1.74,overcast clouds
522,Birnin Kebbi,NG,12.4539,4.1975,68.31,20,90,8.21,overcast clouds
523,Shiyan,CN,32.6475,110.7781,62.47,28,1,3.02,clear sky
524,Digby,CA,44.6169,-65.7655,28.58,67,84,5.01,broken clouds
525,Chokwe,MZ,-24.5333,32.9833,83.82,53,67,12.1,broken clouds
526,Bac Lieu,VN,9.285,105.7244,82.2,66,40,6.82,scattered clouds
527,Santa Fe,AR,-31.6333,-60.7,66.36,76,12,5.48,light rain
528,Krasnoselkup,RU,65.7,82.4667,-34.51,100,43,4.88,scattered clouds
529,Shimoda,JP,34.6667,138.95,57.31,81,100,16.37,overcast clouds
530,Winnemucca,US,40.973,-117.7357,30.25,69,1,5.75,clear sky
531,Mount Isa,AU,-20.7333,139.5,92.97,31,83,14.97,broken clouds
532,Kangaatsiaq,GL,68.3065,-53.4641,25.68,79,100,20.02,overcast clouds
533,Aquiraz,BR,-3.9014,-38.3911,84.22,70,41,15.35,scattered clouds
534,Camacha,PT,33.0833,-16.3333,62.02,59,75,13.8,broken clouds
535,Pechenga,RU,69.5259,31.1703,7.66,78,33,27.34,scattered clouds
536,Grants,US,35.1473,-107.8514,26.83,59,1,0.0,clear sky
537,Russkaya Polyana,UA,49.417,31.9201,35.87,91,100,12.95,overcast clouds
538,Strezhevoy,RU,60.7333,77.5889,-9.02,100,86,4.18,overcast clouds
539,Telimele,GN,10.9167,-13.3333,68.22,79,76,0.87,broken clouds
540,Goundam,ML,16.4145,-3.6708,64.22,15,58,8.84,broken clouds
541,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.0,94,95,0.69,overcast clouds
542,Oyama,JP,36.3,139.8,56.89,61,100,3.98,light rain
543,Nara,JP,34.6851,135.8049,56.97,75,100,3.58,overcast clouds
544,Kaitangata,NZ,-46.2817,169.8464,53.92,57,73,9.44,broken clouds
545,Vrangel,RU,42.7297,133.0839,43.86,80,30,4.07,scattered clouds
546,Arman,RU,59.7,150.1667,-11.15,84,7,6.22,clear sky
547,Hornepayne,CA,49.2138,-84.7705,17.37,93,100,10.56,snow
548,Belaya Gora,RU,68.5333,146.4167,-28.16,97,100,2.19,overcast clouds
549,Nowy Dwor Mazowiecki,PL,52.4302,20.7165,34.38,97,75,8.05,mist
550,Lagos,NG,6.5833,3.75,77.09,90,23,3.0,few clouds
551,Malegaon,IN,20.55,74.5333,76.06,46,0,5.3,clear sky
552,Shellbrook,CA,53.2168,-106.4011,-14.3,90,12,7.23,few clouds
553,Goderich,CA,43.7501,-81.7165,39.9,98,100,18.5,overcast clouds
554,La Ronge,CA,55.1001,-105.2842,-10.55,90,17,8.41,few clouds
555,Bourail,NC,-21.5667,165.4833,84.74,59,49,1.99,scattered clouds
556,Keetmanshoop,NA,-26.5833,18.1333,57.31,68,0,5.55,clear sky
557,Shambu,ET,9.5667,37.1,56.35,51,3,1.92,clear sky
558,Tarakan,ID,3.3,117.6333,78.3,94,75,3.44,moderate rain
559,Iquitos,PE,-3.7481,-73.2472,75.24,94,75,4.61,broken clouds
560,Nerchinskiy Zavod,RU,51.3088,119.61,12.9,83,31,5.5,scattered clouds
561,Caravelas,BR,-17.7125,-39.2481,72.82,90,3,5.08,clear sky
562,Disna,BY,55.568,28.1971,17.6,96,100,6.42,overcast clouds
563,Clarence Town,AU,-32.5833,151.7833,74.14,67,99,7.07,light rain
564,Mecca,SA,21.4267,39.8261,75.58,72,2,3.53,clear sky
565,Houston,US,29.7633,-95.3633,75.79,87,90,7.0,overcast clouds
566,Shelburne,CA,44.0787,-80.2041,33.67,99,100,12.57,snow
567,Marzuq,YE,14.4,46.4667,66.09,30,5,2.24,clear sky
568,Khandbari,NP,27.3747,87.2039,71.11,53,1,4.43,clear sky
569,Bonthe,SL,7.5264,-12.505,78.84,82,41,3.27,scattered clouds
570,Cairns,AU,-16.9167,145.7667,98.06,53,11,17.27,few clouds
571,Kununurra,AU,-15.7667,128.7333,93.18,55,100,5.75,overcast clouds
572,Mafeteng,LS,-29.823,27.2374,57.0,83,20,12.15,few clouds
573,Payakumbuh,ID,-0.2202,100.6308,85.82,53,48,1.72,scattered clouds
574,Sarana,RU,56.4773,57.7259,10.78,85,83,6.58,broken clouds
575,Mana,GF,5.6592,-53.7767,75.56,94,100,9.48,light rain
576,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,67.98,96,3,1.63,clear sky
577,Saint-Pierre,RE,-21.3393,55.4781,83.84,65,0,5.75,clear sky
578,Khandyga,RU,62.6667,135.6,-11.78,96,100,3.11,overcast clouds
579,Sal Rei,CV,16.1833,-22.9167,72.16,71,99,19.35,overcast clouds
580,Veraval,IN,20.9,70.3667,79.18,49,0,11.99,clear sky
581,Umm Lajj,SA,25.0213,37.2685,71.87,54,43,10.4,scattered clouds
582,Matara,LK,5.9485,80.5353,83.89,72,77,5.97,broken clouds
583,Balaguer,ES,41.7912,0.8109,39.56,82,1,1.59,clear sky
584,Kaseda,JP,31.4167,130.3167,64.85,56,57,5.1,broken clouds
585,Belmonte,BR,-15.8631,-38.8828,73.9,87,1,2.53,clear sky
586,Kamloops,CA,50.6665,-120.3192,24.75,74,100,3.53,overcast clouds
587,Bowen,AU,-20.0167,148.2333,84.7,59,14,19.13,few clouds
588,Labrea,BR,-7.2586,-64.7981,73.89,100,100,1.66,overcast clouds
589,Lipari,IT,38.4674,14.954,56.79,77,99,20.22,overcast clouds
590,Ankazoabo,MG,-22.2833,44.5167,87.96,39,0,8.81,clear sky
591,Shenjiamen,CN,29.9576,122.298,57.65,59,0,8.01,clear sky
592,Constitucion,CL,-35.3333,-72.4167,55.53,92,5,6.78,clear sky
593,Pilani,IN,28.3684,75.6041,70.88,48,0,2.13,clear sky
594,Atambua,ID,-9.1061,124.8925,82.67,73,98,4.38,overcast clouds
595,Mirabad,AF,30.4362,61.8383,57.16,38,11,8.46,few clouds
596,Hami,CN,42.8,93.45,34.61,43,57,6.49,broken clouds
597,Kushmurun,KZ,52.4503,64.6311,24.96,89,100,11.45,overcast clouds
598,Mehran,IR,33.1222,46.1646,54.88,41,49,4.83,scattered clouds
599,Zheleznodorozhnyy,RU,55.7503,38.0042,27.12,97,100,4.43,overcast clouds
600,Ouesso,CG,1.6136,16.0517,70.7,94,100,1.21,overcast clouds
601,Shingu,JP,33.7333,135.9833,63.59,80,100,4.97,overcast clouds
602,Bone,DE,51.9669,12.1396,34.29,93,100,6.46,light snow
603,Havre-Saint-Pierre,CA,50.2334,-63.5986,21.88,55,60,13.82,broken clouds
604,Palanga,LT,55.9175,21.0686,17.62,79,75,14.97,broken clouds
605,Jiuquan,CN,39.7432,98.5174,32.11,37,49,10.4,scattered clouds
606,San Andres,CO,12.5847,-81.7006,82.42,83,20,13.8,few clouds
607,Jasper,US,37.2001,-94.3502,52.54,48,1,8.99,clear sky
608,Atasu,KZ,48.6814,71.6433,32.38,99,100,10.31,light snow
609,Sao Raimundo Nonato,BR,-9.0153,-42.6994,72.9,75,22,2.24,few clouds
610,Neuquen,AR,-38.9516,-68.0591,69.69,60,0,4.61,clear sky
611,Tommot,RU,58.9564,126.2925,3.61,89,100,5.48,overcast clouds
612,Lokosovo,RU,61.1333,74.8167,-12.44,100,77,4.36,broken clouds
613,Guanay,BO,-15.4975,-67.8797,71.83,100,100,0.56,light rain
614,Fort Saint James,CA,54.4333,-124.25,20.7,74,100,1.88,overcast clouds
615,Guanica,PR,17.9716,-66.908,77.2,75,86,7.76,overcast clouds
616,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.95,85,17,10.96,few clouds
617,Alyangula,AU,-13.8483,136.4192,88.79,54,88,8.48,overcast clouds
618,Jibuti,DJ,11.5,42.5,71.82,62,0,15.55,clear sky
619,Karia,NG,11.7306,11.1629,66.54,20,61,8.66,broken clouds
620,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,88,40,5.39,scattered clouds
621,Abasolo,MX,20.45,-101.5167,58.53,56,100,3.33,overcast clouds
622,Manado,ID,1.487,124.8455,90.37,66,40,9.22,scattered clouds
623,Timra,SE,62.487,17.3257,12.67,79,90,9.22,light snow
624,Thurso,GB,58.5927,-3.5259,40.95,73,100,20.38,moderate rain
625,Nemuro,JP,43.3236,145.575,43.23,73,43,23.26,scattered clouds
626,Sakiai,LT,54.9547,23.0358,17.85,91,100,10.47,overcast clouds
627,Kajaani,FI,64.2273,27.7285,-7.55,77,0,2.3,clear sky
628,Erzincan,TR,39.75,39.5,22.3,100,0,2.3,clear sky
629,Pudozh,RU,61.8099,36.5345,4.68,97,84,4.63,broken clouds
630,Khovu-Aksy,RU,51.1333,93.6,16.56,74,97,2.28,overcast clouds
631,Lexington,US,37.9887,-84.4777,61.92,85,90,3.0,mist
632,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,84,27,2.17,scattered clouds
633,Sarandi,BR,-23.4436,-51.8739,72.36,60,83,3.06,broken clouds
634,Ust-Kuyga,RU,70.0167,135.6,-19.35,98,100,0.72,overcast clouds
635,Wenzhou,CN,27.9994,120.6668,65.46,44,1,1.77,clear sky
636,Kupang,ID,-10.1667,123.5833,86.95,65,88,7.0,overcast clouds
637,Antofagasta,CL,-23.65,-70.4,63.0,72,86,0.94,overcast clouds
638,Cedral,MX,23.8,-100.7333,62.42,41,86,6.44,overcast clouds
639,Merritt Island,US,28.5392,-80.672,70.02,90,40,0.0,scattered clouds
640,Atar,MR,20.5169,-13.0499,66.58,12,100,7.87,overcast clouds
641,Dunedin,NZ,-45.8742,170.5036,54.81,66,95,3.0,overcast clouds
642,Palafrugell,ES,41.9174,3.1631,49.46,17,36,18.68,scattered clouds
643,Urucara,BR,-2.5364,-57.76,74.68,85,66,1.21,broken clouds
644,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.92,99,99,1.77,overcast clouds
645,Stranraer,GB,54.9023,-5.0273,42.22,95,100,29.17,overcast clouds
646,Sambava,MG,-14.2667,50.1667,80.17,72,26,10.07,light rain
647,Santa Rosalia,MX,27.3167,-112.2833,66.45,43,0,3.44,clear sky
648,Teya,RU,60.3778,92.6267,16.74,95,100,1.99,light snow
649,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,72.57,96,68,0.94,broken clouds
650,Zabid,YE,14.1951,43.3152,77.72,59,0,3.6,clear sky
651,Inhambane,MZ,-23.865,35.3833,80.58,83,20,7.0,few clouds
652,Wyndham,US,37.6985,-77.6125,49.78,74,90,0.0,overcast clouds
653,Halifax,CA,44.6453,-63.5724,28.4,88,85,2.3,overcast clouds
654,Gusevskiy,RU,55.662,40.5627,24.04,96,100,2.75,overcast clouds
655,Sur,OM,22.5667,59.5289,75.99,57,0,1.12,clear sky
656,Darnah,LY,32.767,22.6367,58.96,73,10,19.15,clear sky
657,Sinnamary,GF,5.3833,-52.95,76.32,89,100,6.04,overcast clouds
658,Benito Juarez,MX,19.385,-99.165,60.01,53,40,5.01,scattered clouds
659,Tevaitoa,PF,-16.7833,-151.5,80.55,75,21,15.77,light rain
660,Buraydah,SA,26.326,43.975,59.45,48,34,7.58,scattered clouds
661,Ierapetra,GR,35.01,25.7353,60.98,76,19,1.01,few clouds
662,Mayo,US,38.8876,-76.5119,49.28,81,75,1.99,broken clouds
663,Luanda,AO,-8.8368,13.2343,76.96,86,100,5.32,overcast clouds
664,Babu,CN,24.4167,111.5167,69.91,27,49,4.27,scattered clouds
665,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.24,90,72,9.84,broken clouds
666,Kushiro,JP,42.975,144.3747,42.21,70,3,10.96,clear sky
667,Rio Grande,BR,-32.035,-52.0986,63.95,85,6,10.96,clear sky
668,Aklavik,CA,68.2191,-135.0107,-8.01,91,60,9.53,broken clouds
669,Monte Gordo,PT,37.1819,-7.4523,51.75,85,0,10.51,clear sky
670,Ternate,ID,0.8,127.4,83.52,72,100,8.55,overcast clouds
671,Buchanan,LR,5.8808,-10.0467,77.76,85,58,3.56,light rain
672,Itarema,BR,-2.9248,-39.9167,80.8,80,53,15.52,broken clouds
673,Visby,SE,57.6409,18.296,25.05,93,70,9.22,broken clouds
674,Muscat,OM,23.6139,58.5922,75.22,57,1,0.29,clear sky
675,Clyde River,CA,70.4692,-68.5914,10.63,85,100,23.02,light snow
676,Ashcroft,CA,50.7165,-121.2859,30.47,55,100,3.24,overcast clouds
677,Lawrenceville,US,33.9562,-83.988,58.98,87,90,4.61,overcast clouds
678,Nishihara,JP,26.1842,127.7558,74.86,54,40,17.27,scattered clouds
679,San Quintin,MX,30.4833,-115.95,58.53,86,0,7.67,clear sky
680,Jiwani,PK,25.05,61.7417,75.99,38,26,6.67,scattered clouds
681,Oakdale,US,44.963,-92.9649,30.15,84,90,3.0,light snow
682,Ilanskiy,RU,56.2358,96.065,30.92,83,100,15.82,overcast clouds
683,Lulea,SE,65.5842,22.1547,-2.13,84,75,5.75,light snow
684,Vestmannaeyjar,IS,63.4427,-20.2734,43.16,56,23,17.29,few clouds
685,Malanje,AO,-9.5402,16.341,62.96,96,100,3.47,overcast clouds
686,Tazovskiy,RU,67.4667,78.7,-10.21,85,100,16.49,overcast clouds
687,Penha,BR,-26.7694,-48.6458,68.72,90,94,2.15,overcast clouds
688,Akonolinga,CM,3.7667,12.25,67.89,98,100,1.1,overcast clouds
689,Havoysund,NO,70.9963,24.6622,27.48,93,100,32.23,snow
690,Ouadda,CF,8.0777,22.4007,69.96,30,95,4.47,overcast clouds
